,antecedents,consequents
355,"['meekmill_jumpouttheface(feat.future)', 'lukebryan_shegetmehigh']",['joségonzález_downtheline']
356,"['meekmill_jumpouttheface(feat.future)', 'joségonzález_downtheline']",['lukebryan_shegetmehigh']
357,['meekmill_jumpouttheface(feat.future)'],"['joségonzález_downtheline', 'lukebryan_shegetmehigh']"
358,"['kipmoore_beermoney', ""bigsean_idon'tfuckwithyou""]",['oscarisaac_green']
359,"['oscarisaac_green', ""bigsean_idon'tfuckwithyou""]",['kipmoore_beermoney']
360,"['oscarisaac_green', ""bigsean_idon'tfuckwithyou""]",['mileycyrus_fu']
361,"[""bigsean_idon'tfuckwithyou"", 'mileycyrus_fu']",['oscarisaac_green']
362,"['travisatreo_youareinlove', ""bigsean_idon'tfuckwithyou""]",['kanyewest_gorgeous']
363,"['kanyewest_gorgeous', ""bigsean_idon'tfuckwithyou""]",['travisatreo_youareinlove']
364,"['kipmoore_beermoney', ""bigsean_idon'tfuckwithyou""]",['mileycyrus_fu']
365,"[""bigsean_idon'tfuckwithyou"", 'mileycyrus_fu']",['kipmoore_beermoney']
366,"['joségonzález_downtheline', 'raesremmurd_comegether']",['lukebryan_shegetmehigh']
367,"['raesremmurd_comegether', 'lukebryan_shegetmehigh']",['joségonzález_downtheline']
368,"['fortminor_rememberthename(feat.stylesofbeyond)', 'joségonzález_downtheline']",['kanyewest_power']
369,"['fortminor_rememberthename(feat.stylesofbeyond)', 'kanyewest_power']",['joségonzález_downtheline']
370,"['joségonzález_downtheline', 'kanyewest_power']",['fortminor_rememberthename(feat.stylesofbeyond)']
371,"['bobbyshmurda_hotn*gga', 'frances_letitout']",['ethanpierce_darkskies']
372,"['bobbyshmurda_hotn*gga', 'ethanpierce_darkskies']",['frances_letitout']
373,"['ironchic_cutesymonsterman', 'whitney_nomatterwherewego']",['ironchic_(castle)numbskull']
374,"['whitney_nomatterwherewego', 'ironchic_(castle)numbskull']",['ironchic_cutesymonsterman']
375,"['jonasblue_perfectstrangers', 'whitney_nomatterwherewego']",['ironchic_(castle)numbskull']
376,"['jonasblue_perfectstrangers', 'ironchic_(castle)numbskull']",['whitney_nomatterwherewego']
377,"['whitney_nomatterwherewego', 'ironchic_(castle)numbskull']",['jonasblue_perfectstrangers']
378,"['ironchic_cutesymonsterman', 'whitney_nomatterwherewego']",['jonasblue_perfectstrangers']
379,"['jonasblue_perfectstrangers', 'whitney_nomatterwherewego']",['ironchic_cutesymonsterman']
380,"['voxtrot_thestartofsomething', 'jonasblue_perfectstrangers']",['whitney_nomatterwherewego']
381,"['voxtrot_thestartofsomething', 'whitney_nomatterwherewego']",['jonasblue_perfectstrangers']
382,"['jonasblue_perfectstrangers', 'whitney_nomatterwherewego']",['voxtrot_thestartofsomething']
383,"['ironchic_cutesymonsterman', 'owlcity_galaxies']",['elliegoulding_myblood']
384,"['elliegoulding_myblood', 'owlcity_galaxies']",['ironchic_cutesymonsterman']
385,"['oscarisaac_green', 'joségonzález_downtheline']",['kaleo_alltheprettygirls']
386,"['oscarisaac_green', 'kaleo_alltheprettygirls']",['joségonzález_downtheline']
387,"['joségonzález_downtheline', 'kaleo_alltheprettygirls']",['oscarisaac_green']
388,"['oscarisaac_green', 'joségonzález_downtheline']",['leonbridges_cominghome']
389,"['oscarisaac_green', 'leonbridges_cominghome']",['joségonzález_downtheline']
390,"['joségonzález_downtheline', 'leonbridges_cominghome']",['oscarisaac_green']
391,"['oscarisaac_green', 'joségonzález_downtheline']",['kanyewest_gorgeous']
392,"['kanyewest_gorgeous', 'joségonzález_downtheline']",['oscarisaac_green']
393,"['oscarisaac_green', 'joségonzález_downtheline']",['mileycyrus_fu']
394,"['joségonzález_downtheline', 'kaleo_alltheprettygirls']",['leonbridges_cominghome']
395,"['kaleo_alltheprettygirls', 'leonbridges_cominghome']",['joségonzález_downtheline']
396,"['joségonzález_downtheline', 'kaleo_alltheprettygirls']",['lilwayne_presidentcarter']
397,"['joségonzález_downtheline', 'lilwayne_presidentcarter']",['kaleo_alltheprettygirls']
398,"['joségonzález_downtheline', 'kaleo_alltheprettygirls']",['lukebryan_shegetmehigh']
399,"['lukebryan_shegetmehigh', 'kaleo_alltheprettygirls']",['joségonzález_downtheline']
400,"['joségonzález_downtheline', 'kaleo_alltheprettygirls']",['lukebryan_nightone']
401,"['joségonzález_downtheline', 'mileycyrus_fu']",['kaleo_alltheprettygirls']
402,"['joségonzález_downtheline', 'kaleo_alltheprettygirls']",['mileycyrus_fu']
403,"['kanyewest_gorgeous', 'joségonzález_downtheline']",['leonbridges_cominghome']
404,"['kanyewest_gorgeous', 'leonbridges_cominghome']",['joségonzález_downtheline']
405,"['joségonzález_downtheline', 'lilwayne_presidentcarter']",['leonbridges_cominghome']
406,"['leonbridges_cominghome', 'lilwayne_presidentcarter']",['joségonzález_downtheline']
407,"['lukebryan_shegetmehigh', 'leonbridges_cominghome']",['joségonzález_downtheline']
408,"['lukebryan_nightone', 'leonbridges_cominghome']",['joségonzález_downtheline']
409,"['joségonzález_downtheline', 'lukebryan_suntancity']",['leonbridges_cominghome']
410,"['lukebryan_suntancity', 'leonbridges_cominghome']",['joségonzález_downtheline']
411,"['joségonzález_downtheline', 'mileycyrus_fu']",['leonbridges_cominghome']
412,"['mileycyrus_fu', 'leonbridges_cominghome']",['joségonzález_downtheline']
413,"['joségonzález_downtheline', 'travisatreo_youareinlove']",['leonbridges_cominghome']
414,"['travisatreo_youareinlove', 'leonbridges_cominghome']",['joségonzález_downtheline']
415,"['joségonzález_downtheline', 'jackjohnson_igotyou']",['leonbridges_cominghome']
416,"['jackjohnson_igotyou', 'leonbridges_cominghome']",['joségonzález_downtheline']
417,"['kanyewest_gorgeous', 'joségonzález_downtheline']",['lukebryan_nightone']
418,"['kanyewest_gorgeous', 'joségonzález_downtheline']",['lukebryan_suntancity']
419,"['joségonzález_downtheline', 'lukebryan_suntancity']",['kanyewest_gorgeous']
420,"['kanyewest_gorgeous', 'joségonzález_downtheline']",['travisatreo_youareinlove']
421,"['joségonzález_downtheline', 'travisatreo_youareinlove']",['kanyewest_gorgeous']
422,"['joségonzález_downtheline', 'lilwayne_presidentcarter']",['mileycyrus_fu']
423,"['mileycyrus_fu', 'lilwayne_presidentcarter']",['joségonzález_downtheline']
424,"['lukebryan_nightone', 'joségonzález_downtheline']",['lukebryan_shegetmehigh']
425,"['joségonzález_downtheline', 'lukebryan_suntancity']",['lukebryan_shegetmehigh']
426,"['lukebryan_suntancity', 'lukebryan_shegetmehigh']",['joségonzález_downtheline']
427,"['joségonzález_downtheline', 'mileycyrus_fu']",['lukebryan_shegetmehigh']
428,"['lukebryan_shegetmehigh', 'mileycyrus_fu']",['joségonzález_downtheline']
429,"['joségonzález_downtheline', 'travisatreo_youareinlove']",['lukebryan_shegetmehigh']
430,"['travisatreo_youareinlove', 'lukebryan_shegetmehigh']",['joségonzález_downtheline']
431,"['jackjohnson_igotyou', 'lukebryan_shegetmehigh']",['joségonzález_downtheline']
432,"['joségonzález_downtheline', 'jackjohnson_igotyou']",['lukebryan_shegetmehigh']
433,"['davematthews_sister-liveatradiocity', 'lukebryan_shegetmehigh']",['joségonzález_downtheline']
434,"['joségonzález_downtheline', 'davematthews_sister-liveatradiocity']",['lukebryan_shegetmehigh']
435,"['joségonzález_downtheline', 'lukebryan_suntancity']",['lukebryan_nightone']
436,"['lukebryan_nightone', 'joségonzález_downtheline']",['mileycyrus_fu']
437,"['lukebryan_nightone', 'mileycyrus_fu']",['joségonzález_downtheline']
438,"['joségonzález_downtheline', 'mileycyrus_fu']",['lukebryan_nightone']
439,"['jimmybuffett_remittanceman', 'lukebryan_nightone']",['joségonzález_downtheline']
440,"['jimmybuffett_remittanceman', 'joségonzález_downtheline']",['lukebryan_nightone']
441,"['lukebryan_nightone', 'joségonzález_downtheline']",['travisatreo_youareinlove']
442,"['lukebryan_nightone', 'travisatreo_youareinlove']",['joségonzález_downtheline']
443,"['joségonzález_downtheline', 'travisatreo_youareinlove']",['lukebryan_nightone']
444,"['joségonzález_downtheline', 'travisatreo_youareinlove']",['lukebryan_suntancity']
445,"['joségonzález_downtheline', 'lukebryan_suntancity']",['travisatreo_youareinlove']
446,"['jimmybuffett_remittanceman', 'joségonzález_downtheline']",['mileycyrus_fu']
447,"['jimmybuffett_remittanceman', 'mileycyrus_fu']",['joségonzález_downtheline']
448,"['joségonzález_downtheline', 'travisatreo_youareinlove']",['mileycyrus_fu']
449,"['travisatreo_youareinlove', 'mileycyrus_fu']",['joségonzález_downtheline']
450,"['joségonzález_downtheline', 'jackjohnson_igotyou']",['davematthews_sister-liveatradiocity']
451,"['davematthews_sister-liveatradiocity', 'jackjohnson_igotyou']",['joségonzález_downtheline']
452,"['joségonzález_downtheline', 'davematthews_sister-liveatradiocity']",['jackjohnson_igotyou']
453,"['buxxi_comotunohaydos', 'joségonzález_downtheline']",['llcoolj_mamasaidknockyouout']
454,"['buxxi_comotunohaydos', 'llcoolj_mamasaidknockyouout']",['joségonzález_downtheline']
455,"['joségonzález_downtheline', 'llcoolj_mamasaidknockyouout']",['buxxi_comotunohaydos']
456,['buxxi_comotunohaydos'],"['joségonzález_downtheline', 'llcoolj_mamasaidknockyouout']"
457,"['johnnycash_hurt', 'sanholo_fly']",['hillsongyoung&free_embers-live']
458,"['johnnycash_hurt', 'hillsongyoung&free_embers-live']",['sanholo_fly']
459,"['sanholo_fly', 'hillsongyoung&free_embers-live']",['johnnycash_hurt']
460,['johnnycash_hurt'],"['sanholo_fly', 'hillsongyoung&free_embers-live']"
461,['hillsongyoung&free_embers-live'],"['johnnycash_hurt', 'sanholo_fly']"
462,"['oscarisaac_green', 'kaleo_alltheprettygirls']",['leonbridges_cominghome']
463,"['oscarisaac_green', 'leonbridges_cominghome']",['kaleo_alltheprettygirls']
464,"['kaleo_alltheprettygirls', 'leonbridges_cominghome']",['oscarisaac_green']
465,"['oscarisaac_green', 'kaleo_alltheprettygirls']",['kanyewest_gorgeous']
466,"['oscarisaac_green', 'kaleo_alltheprettygirls']",['lilwayne_presidentcarter']
467,"['oscarisaac_green', 'lilwayne_presidentcarter']",['kaleo_alltheprettygirls']
468,"['lukebryan_nightone', 'oscarisaac_green']",['kaleo_alltheprettygirls']
469,"['oscarisaac_green', 'kaleo_alltheprettygirls']",['lukebryan_nightone']
470,"['oscarisaac_green', 'lukebryan_suntancity']",['kaleo_alltheprettygirls']
471,"['oscarisaac_green', 'kaleo_alltheprettygirls']",['lukebryan_suntancity']
472,"['lukebryan_suntancity', 'kaleo_alltheprettygirls']",['oscarisaac_green']
473,"['oscarisaac_green', 'kaleo_alltheprettygirls']",['mileycyrus_fu']
474,"['kanyewest_gorgeous', 'leonbridges_cominghome']",['oscarisaac_green']
475,"['lukebryan_nightone', 'oscarisaac_green']",['leonbridges_cominghome']
476,"['lukebryan_nightone', 'leonbridges_cominghome']",['oscarisaac_green']
477,"['oscarisaac_green', 'lukebryan_suntancity']",['leonbridges_cominghome']
478,"['lukebryan_suntancity', 'leonbridges_cominghome']",['oscarisaac_green']
479,"['mileycyrus_fu', 'leonbridges_cominghome']",['oscarisaac_green']
480,"['oscarisaac_green', 'youngmoney_trophies']",['kanyewest_gorgeous']
481,"['kanyewest_gorgeous', 'youngmoney_trophies']",['oscarisaac_green']
482,"['kipmoore_beermoney', 'kanyewest_gorgeous']",['oscarisaac_green']
483,"['oscarisaac_green', 'lukebryan_shegetmehigh']",['kanyewest_gorgeous']
484,"['kanyewest_gorgeous', 'lukebryan_shegetmehigh']",['oscarisaac_green']
485,"['lukebryan_nightone', 'kanyewest_gorgeous']",['oscarisaac_green']
486,"['lukebryan_nightone', 'oscarisaac_green']",['kanyewest_gorgeous']
487,"['oscarisaac_green', 'lukebryan_suntancity']",['kanyewest_gorgeous']
488,"['oscarisaac_green', 'mileycyrus_fu']",['kanyewest_gorgeous']
489,"['kanyewest_gorgeous', 'mileycyrus_fu']",['oscarisaac_green']
490,"['jimmybuffett_remittanceman', 'oscarisaac_green']",['kanyewest_gorgeous']
491,"['jimmybuffett_remittanceman', 'kanyewest_gorgeous']",['oscarisaac_green']
492,"['oscarisaac_green', 'travisatreo_youareinlove']",['kanyewest_gorgeous']
493,"['oscarisaac_green', 'lilwayne_presidentcarter']",['mileycyrus_fu']
494,"['mileycyrus_fu', 'lilwayne_presidentcarter']",['oscarisaac_green']
495,"['kipmoore_beermoney', 'oscarisaac_green']",['mileycyrus_fu']
496,"['oscarisaac_green', 'mileycyrus_fu']",['kipmoore_beermoney']
497,"['tito""elbambino""_elamor', 'kipmoore_beermoney']",['oscarisaac_green']
498,"['tito""elbambino""_elamor', 'oscarisaac_green']",['kipmoore_beermoney']
499,"['tito""elbambino""_elamor']","['kipmoore_beermoney', 'oscarisaac_green']"
500,"['lukebryan_nightone', 'oscarisaac_green']",['lukebryan_shegetmehigh']
501,"['oscarisaac_green', 'lukebryan_shegetmehigh']",['lukebryan_nightone']
502,"['oscarisaac_green', 'lukebryan_shegetmehigh']",['mileycyrus_fu']
503,"['lukebryan_nightone', 'oscarisaac_green']",['lukebryan_suntancity']
504,"['lukebryan_nightone', 'lukebryan_suntancity']",['oscarisaac_green']
505,"['oscarisaac_green', 'lukebryan_suntancity']",['lukebryan_nightone']
506,"['lukebryan_nightone', 'oscarisaac_green']",['mileycyrus_fu']
507,"['lukebryan_nightone', 'oscarisaac_green']",['travisatreo_youareinlove']
508,"['lukebryan_nightone', 'travisatreo_youareinlove']",['oscarisaac_green']
509,"['oscarisaac_green', 'travisatreo_youareinlove']",['lukebryan_nightone']
510,"['oscarisaac_green', 'lukebryan_suntancity']",['mileycyrus_fu']
511,"['lukebryan_suntancity', 'mileycyrus_fu']",['oscarisaac_green']
512,"['oscarisaac_green', 'travisatreo_youareinlove']",['lukebryan_suntancity']
513,"['oscarisaac_green', 'lukebryan_suntancity']",['travisatreo_youareinlove']
514,"['jimmybuffett_remittanceman', 'oscarisaac_green']",['mileycyrus_fu']
515,"['jimmybuffett_remittanceman', 'mileycyrus_fu']",['oscarisaac_green']
516,"['oscarisaac_green', 'boyslikegirls_twoisbetterthanone']",['mileycyrus_fu']
517,"['boyslikegirls_twoisbetterthanone', 'mileycyrus_fu']",['oscarisaac_green']
518,"['oscarisaac_green', 'travisatreo_youareinlove']",['mileycyrus_fu']
519,"['oscarisaac_green', 'mileycyrus_fu']",['travisatreo_youareinlove']
520,"['travisatreo_youareinlove', 'mileycyrus_fu']",['oscarisaac_green']
521,"['jimmybuffett_remittanceman', 'oscarisaac_green']",['travisatreo_youareinlove']
522,"['jimmybuffett_remittanceman', 'travisatreo_youareinlove']",['oscarisaac_green']
523,"['oscarisaac_green', 'travisatreo_youareinlove']",['jimmybuffett_remittanceman']
524,"['greenrockyroad', 'kaleo_alltheprettygirls']",['leonbridges_cominghome']
525,"['greenrockyroad', 'leonbridges_cominghome']",['kaleo_alltheprettygirls']
526,"['greenrockyroad', 'boyslikegirls_twoisbetterthanone']",['kaleo_alltheprettygirls']
527,"['greenrockyroad', 'kaleo_alltheprettygirls']",['boyslikegirls_twoisbetterthanone']
528,"['leonbridges_cominghome', 'lilwayne_presidentcarter']",['kaleo_alltheprettygirls']
529,"['lukebryan_nightone', 'leonbridges_cominghome']",['kaleo_alltheprettygirls']
530,"['mileycyrus_fu', 'leonbridges_cominghome']",['kaleo_alltheprettygirls']
531,"['boyslikegirls_twoisbetterthanone', 'leonbridges_cominghome']",['kaleo_alltheprettygirls']
532,"['llcoolj_mamasaidknockyouout', 'kaleo_alltheprettygirls']",['leonbridges_cominghome']
533,"['llcoolj_mamasaidknockyouout', 'leonbridges_cominghome']",['kaleo_alltheprettygirls']
534,"['mumford&sons_littlelionman', 'kaleo_alltheprettygirls']",['lilwayne_6foot7foot']
535,"['lilwayne_6foot7foot', 'kaleo_alltheprettygirls']",['mumford&sons_littlelionman']
536,"['mumford&sons_littlelionman', 'lilwayne_6foot7foot']",['kaleo_alltheprettygirls']
537,['lilwayne_6foot7foot'],"['mumford&sons_littlelionman', 'kaleo_alltheprettygirls']"
538,"['mumford&sons_littlelionman', 'kaleo_alltheprettygirls']",['kanyewest_gorgeous']
539,"['kanyewest_gorgeous', 'lilwayne_presidentcarter']",['kaleo_alltheprettygirls']
540,"['kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['kanyewest_gorgeous']
541,"['thechainsmokers_settingfires', 'kaleo_alltheprettygirls']",['kanyewest_gorgeous']
542,"['lukebryan_suntancity', 'kaleo_alltheprettygirls']",['kanyewest_gorgeous']
543,"['kanyewest_gorgeous', 'mileycyrus_fu']",['kaleo_alltheprettygirls']
544,"['kidink_bereal', 'kanyewest_gorgeous']",['kaleo_alltheprettygirls']
545,"['kidink_bereal', 'kaleo_alltheprettygirls']",['kanyewest_gorgeous']
546,"['kanyewest_gorgeous', 'boyslikegirls_twoisbetterthanone']",['kaleo_alltheprettygirls']
547,"['travisatreo_youareinlove', 'kaleo_alltheprettygirls']",['kanyewest_gorgeous']
548,"['lukebryan_shegetmehigh', 'kaleo_alltheprettygirls']",['lilwayne_presidentcarter']
549,"['lukebryan_shegetmehigh', 'lilwayne_presidentcarter']",['kaleo_alltheprettygirls']
550,"['lukebryan_nightone', 'lilwayne_presidentcarter']",['kaleo_alltheprettygirls']
551,"['mileycyrus_fu', 'kaleo_alltheprettygirls']",['lilwayne_presidentcarter']
552,"['mileycyrus_fu', 'lilwayne_presidentcarter']",['kaleo_alltheprettygirls']
553,"['kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['mileycyrus_fu']
554,"['travisatreo_youareinlove', 'kaleo_alltheprettygirls']",['lilwayne_presidentcarter']
555,"['travisatreo_youareinlove', 'lilwayne_presidentcarter']",['kaleo_alltheprettygirls']
556,"['kipmoore_beermoney', 'kaleo_alltheprettygirls']",['mileycyrus_fu']
557,"['lukebryan_nightone', 'kaleo_alltheprettygirls']",['lukebryan_shegetmehigh']
558,"['lukebryan_shegetmehigh', 'kaleo_alltheprettygirls']",['lukebryan_nightone']
559,"['lukebryan_shegetmehigh', 'mileycyrus_fu']",['kaleo_alltheprettygirls']
560,"['lukebryan_shegetmehigh', 'kaleo_alltheprettygirls']",['mileycyrus_fu']
561,"['mileycyrus_fu', 'kaleo_alltheprettygirls']",['lukebryan_shegetmehigh']
562,"['lukebryan_shegetmehigh', 'kaleo_alltheprettygirls']",['&fabolous']
563,"['lukebryan_shegetmehigh', '&fabolous']",['kaleo_alltheprettygirls']
564,"['kaleo_alltheprettygirls', '&fabolous']",['lukebryan_shegetmehigh']
565,"['lukebryan_nightone', 'lukebryan_suntancity']",['kaleo_alltheprettygirls']
566,"['lukebryan_nightone', 'kaleo_alltheprettygirls']",['lukebryan_suntancity']
567,"['lukebryan_suntancity', 'kaleo_alltheprettygirls']",['lukebryan_nightone']
568,"['lukebryan_nightone', 'mileycyrus_fu']",['kaleo_alltheprettygirls']
569,"['lukebryan_nightone', 'kaleo_alltheprettygirls']",['mileycyrus_fu']
570,"['mileycyrus_fu', 'kaleo_alltheprettygirls']",['lukebryan_nightone']
571,"['lukebryan_nightone', 'travisatreo_youareinlove']",['kaleo_alltheprettygirls']
572,"['travisatreo_youareinlove', 'kaleo_alltheprettygirls']",['lukebryan_nightone']
573,"['lukebryan_suntancity', 'mileycyrus_fu']",['kaleo_alltheprettygirls']
574,"['lukebryan_suntancity', 'kaleo_alltheprettygirls']",['mileycyrus_fu']
575,"['travisatreo_youareinlove', 'kaleo_alltheprettygirls']",['lukebryan_suntancity']
576,"['lukebryan_suntancity', 'kaleo_alltheprettygirls']",['travisatreo_youareinlove']
577,"['mileycyrus_fu', '&fabolous']",['kaleo_alltheprettygirls']
578,"['kaleo_alltheprettygirls', '&fabolous']",['mileycyrus_fu']
579,"['kidink_bereal', 'mileycyrus_fu']",['kaleo_alltheprettygirls']
